Channel,Energy(keV),Counts
13465,2552.2213,1
13466,2552.4106,1
13467,2552.5999,1
13468,2552.7892,1
13469,2552.9785,0
13470,2553.1678,0
13471,2553.3571,0
13472,2553.5464,1
13473,2553.7357,0
13474,2553.9250,0
13475,2554.1143,0
13476,2554.3036,2
13477,2554.4929,0
13478,2554.6822,0
13479,2554.8715,1
13480,2555.0609,0
13481,2555.2502,0
13482,2555.4395,0
13483,2555.6288,0
13484,2555.8181,0
13485,2556.0074,1
13486,2556.1967,0
13487,2556.3860,0
13488,2556.5753,1
13489,2556.7646,0
13490,2556.9539,0
13491,2557.1432,1
13492,2557.3325,0
13493,2557.5218,0
13494,2557.7111,0
13495,2557.9004,0
13496,2558.0897,0
13497,2558.2790,0
13498,2558.4683,0
13499,2558.6576,0
13500,2558.8469,1
13501,2559.0362,1
13502,2559.2255,2
13503,2559.4149,0
13504,2559.6042,0
13505,2559.7935,0
13506,2559.9828,0
13507,2560.1721,0
13508,2560.3614,0
13509,2560.5507,0
13510,2560.7400,1
13511,2560.9293,2
13512,2561.1186,1
13513,2561.3079,1
13514,2561.4972,2
13515,2561.6865,0
13516,2561.8758,2
13517,2562.0651,0
13518,2562.2544,0
13519,2562.4437,0
13520,2562.6330,0
13521,2562.8223,0
13522,2563.0116,0
13523,2563.2009,0
13524,2563.3902,1
13525,2563.5795,0
13526,2563.7688,0
13527,2563.9581,0
13528,2564.1474,1
13529,2564.3367,0
13530,2564.5260,0
13531,2564.7153,1
13532,2564.9046,0
13533,2565.0940,0
13534,2565.2833,1
13535,2565.4726,0
13536,2565.6619,1
13537,2565.8512,2
13538,2566.0405,2
13539,2566.2298,1
13540,2566.4191,1
13541,2566.6084,0
13542,2566.7977,0
13543,2566.9870,0
13544,2567.1763,0
13545,2567.3656,1
13546,2567.5549,1
13547,2567.7442,0
13548,2567.9335,0
13549,2568.1228,0
13550,2568.3121,1
13551,2568.5014,1
13552,2568.6907,3
13553,2568.8800,1
13554,2569.0693,0
13555,2569.2586,0
13556,2569.4479,0
13557,2569.6372,0
13558,2569.8265,1
13559,2570.0158,0
13560,2570.2051,1
13561,2570.3944,1
13562,2570.5837,0
13563,2570.7730,0
13564,2570.9623,1
13565,2571.1516,1
13566,2571.3409,0
13567,2571.5302,0
13568,2571.7195,0
13569,2571.9088,0
13570,2572.0981,2
13571,2572.2874,1
13572,2572.4767,0
13573,2572.6660,1
13574,2572.8553,0
13575,2573.0446,1
13576,2573.2339,2
13577,2573.4232,2
13578,2573.6125,1
13579,2573.8018,2
13580,2573.9911,0
13581,2574.1804,0
13582,2574.3697,0
13583,2574.5590,0
13584,2574.7483,0
13585,2574.9376,1
13586,2575.1269,1
13587,2575.3162,0
13588,2575.5055,3
13589,2575.6948,0
13590,2575.8841,1
13591,2576.0734,0
13592,2576.2627,1
13593,2576.4520,1
13594,2576.6413,1
13595,2576.8306,1
13596,2577.0199,0
13597,2577.2092,0
13598,2577.3985,0
13599,2577.5878,0
13600,2577.7771,0
13601,2577.9664,0
13602,2578.1557,0
13603,2578.3450,0
13604,2578.5343,1
13605,2578.7236,0
13606,2578.9129,1
13607,2579.1022,0
13608,2579.2915,1
13609,2579.4808,0
13610,2579.6701,2
13611,2579.8594,1
13612,2580.0487,4
13613,2580.2380,1
13614,2580.4273,0
13615,2580.6166,0
13616,2580.8059,0
13617,2580.9952,1
13618,2581.1845,0
13619,2581.3738,0
13620,2581.5631,1
13621,2581.7524,0
13622,2581.9417,1
13623,2582.1310,1
13624,2582.3203,0
13625,2582.5096,2
13626,2582.6989,0
13627,2582.8882,0
13628,2583.0775,0
13629,2583.2668,0
13630,2583.4561,1
13631,2583.6454,0
13632,2583.8347,0
13633,2584.0240,0
13634,2584.2133,1
13635,2584.4026,2
13636,2584.5919,1
13637,2584.7812,0
13638,2584.9705,1
13639,2585.1598,1
13640,2585.3491,2
13641,2585.5384,0
13642,2585.7277,2
13643,2585.9170,0
13644,2586.1063,1
13645,2586.2956,0
13646,2586.4849,0
13647,2586.6742,0
13648,2586.8635,0
13649,2587.0528,0
13650,2587.2421,0
13651,2587.4314,1
13652,2587.6207,0
13653,2587.8100,0
13654,2587.9993,0
13655,2588.1886,0
13656,2588.3779,1
13657,2588.5672,1
13658,2588.7565,0
13659,2588.9458,0
13660,2589.1351,0
13661,2589.3244,2
13662,2589.5137,2
13663,2589.7030,0
13664,2589.8923,0
13665,2590.0816,0
13666,2590.2709,0
13667,2590.4602,0
13668,2590.6495,0
13669,2590.8388,0
13670,2591.0281,1
13671,2591.2174,0
13672,2591.4067,0
13673,2591.5960,1
13674,2591.7853,0
13675,2591.9746,1
13676,2592.1638,3
13677,2592.3531,0
13678,2592.5424,0
13679,2592.7317,0
13680,2592.9210,0
13681,2593.1103,1
13682,2593.2996,3
13683,2593.4889,0
13684,2593.6782,2
13685,2593.8675,1
13686,2594.0568,0
13687,2594.2461,1
13688,2594.4354,1
13689,2594.6247,0
13690,2594.8140,1
13691,2595.0033,0
13692,2595.1926,1
13693,2595.3819,1
13694,2595.5712,0
13695,2595.7605,1
13696,2595.9498,2
13697,2596.1391,1
13698,2596.3284,0
13699,2596.5177,1
13700,2596.7070,0
13701,2596.8963,0
13702,2597.0856,0
13703,2597.2749,0
13704,2597.4642,2
13705,2597.6535,0
13706,2597.8427,1
13707,2598.0320,0
13708,2598.2213,0
13709,2598.4106,1
13710,2598.5999,0
13711,2598.7892,0
13712,2598.9785,1
13713,2599.1678,0
13714,2599.3571,0
13715,2599.5464,0
13716,2599.7357,0
13717,2599.9250,1
13718,2600.1143,0
13719,2600.3036,0
13720,2600.4929,0
13721,2600.6822,1
13722,2600.8715,0
13723,2601.0608,2
13724,2601.2501,2
13725,2601.4394,1
13726,2601.6287,0
13727,2601.8180,1
13728,2602.0073,1
13729,2602.1965,0
13730,2602.3858,0
13731,2602.5751,0
13732,2602.7644,0
13733,2602.9537,0
13734,2603.1430,0
13735,2603.3323,0
13736,2603.5216,0
13737,2603.7109,0
13738,2603.9002,0
13739,2604.0895,0
13740,2604.2788,1
13741,2604.4681,0
13742,2604.6574,0
13743,2604.8467,1
13744,2605.0360,0
13745,2605.2253,0
13746,2605.4146,0
13747,2605.6039,0
13748,2605.7931,1
13749,2605.9824,2
13750,2606.1717,1
13751,2606.3610,1
13752,2606.5503,0
13753,2606.7396,1
13754,2606.9289,0
13755,2607.1182,1
13756,2607.3075,0
13757,2607.4968,0
13758,2607.6861,3
13759,2607.8754,1
13760,2608.0647,1
13761,2608.2540,0
13762,2608.4433,0
13763,2608.6326,0
13764,2608.8219,2
13765,2609.0112,0
13766,2609.2004,0
13767,2609.3897,2
13768,2609.5790,1
13769,2609.7683,0
13770,2609.9576,0
13771,2610.1469,2
13772,2610.3362,0
13773,2610.5255,0
13774,2610.7148,2
13775,2610.9041,1
13776,2611.0934,0
13777,2611.2827,0
13778,2611.4720,0
13779,2611.6613,0
13780,2611.8506,0
13781,2612.0398,0
13782,2612.2291,1
13783,2612.4184,1
13784,2612.6077,2
13785,2612.7970,0
13786,2612.9863,1
13787,2613.1756,0
13788,2613.3649,0
13789,2613.5542,2
13790,2613.7435,1
13791,2613.9328,0
13792,2614.1221,2
13793,2614.3114,3
13794,2614.5007,0
13795,2614.6899,1
13796,2614.8792,0
13797,2615.0685,2
13798,2615.2578,0
13799,2615.4471,0
13800,2615.6364,1
13801,2615.8257,0
13802,2616.0150,0
13803,2616.2043,0
13804,2616.3936,0
13805,2616.5829,0
13806,2616.7722,0
13807,2616.9615,1
13808,2617.1508,0
13809,2617.3400,0
13810,2617.5293,0
13811,2617.7186,1
13812,2617.9079,0
13813,2618.0972,1
13814,2618.2865,1
13815,2618.4758,1
13816,2618.6651,0
13817,2618.8544,0
13818,2619.0437,0
13819,2619.2330,1
13820,2619.4223,4
13821,2619.6115,0
13822,2619.8008,0
13823,2619.9901,0
13824,2620.1794,0
13825,2620.3687,0
13826,2620.5580,1
13827,2620.7473,0
13828,2620.9366,1
13829,2621.1259,0
13830,2621.3152,1
13831,2621.5045,0
13832,2621.6938,0
13833,2621.8830,0
13834,2622.0723,0
13835,2622.2616,1
13836,2622.4509,2
13837,2622.6402,1
13838,2622.8295,0
13839,2623.0188,2
13840,2623.2081,0
13841,2623.3974,0
13842,2623.5867,0
13843,2623.7760,0
13844,2623.9652,0
13845,2624.1545,1
13846,2624.3438,0
13847,2624.5331,0
13848,2624.7224,0
13849,2624.9117,0
13850,2625.1010,0
13851,2625.2903,0
13852,2625.4796,0
13853,2625.6689,0
13854,2625.8582,0
13855,2626.0474,2
13856,2626.2367,0
13857,2626.4260,0
13858,2626.6153,0
13859,2626.8046,1
13860,2626.9939,1
13861,2627.1832,0
13862,2627.3725,1
13863,2627.5618,0
13864,2627.7511,1
13865,2627.9403,0
13866,2628.1296,2
13867,2628.3189,0
13868,2628.5082,0
13869,2628.6975,0
13870,2628.8868,1
13871,2629.0761,0
13872,2629.2654,0
13873,2629.4547,1
13874,2629.6440,1
13875,2629.8332,1
13876,2630.0225,0
13877,2630.2118,0
13878,2630.4011,1
13879,2630.5904,0
13880,2630.7797,1
13881,2630.9690,0
13882,2631.1583,0
13883,2631.3476,1
13884,2631.5368,0
13885,2631.7261,1
13886,2631.9154,1
13887,2632.1047,0
13888,2632.2940,1
13889,2632.4833,2
13890,2632.6726,0
13891,2632.8619,0
13892,2633.0512,1
13893,2633.2404,0
13894,2633.4297,2
13895,2633.6190,0
13896,2633.8083,0
13897,2633.9976,0
13898,2634.1869,0
13899,2634.3762,1
13900,2634.5655,0
13901,2634.7548,0
13902,2634.9440,1
13903,2635.1333,0
13904,2635.3226,2
13905,2635.5119,2
13906,2635.7012,0
13907,2635.8905,0
13908,2636.0798,0
13909,2636.2691,0
13910,2636.4584,0
13911,2636.6476,1
13912,2636.8369,0
13913,2637.0262,0
13914,2637.2155,0
13915,2637.4048,1
13916,2637.5941,1
13917,2637.7834,0
13918,2637.9727,1
13919,2638.1619,2
13920,2638.3512,0
13921,2638.5405,0
13922,2638.7298,1
13923,2638.9191,0
13924,2639.1084,1
13925,2639.2977,1
13926,2639.4870,2
13927,2639.6762,0
13928,2639.8655,1
13929,2640.0548,1
13930,2640.2441,1
13931,2640.4334,0
13932,2640.6227,0
13933,2640.8120,0
13934,2641.0013,0
13935,2641.1905,1
13936,2641.3798,0
13937,2641.5691,2
13938,2641.7584,0
13939,2641.9477,0
13940,2642.1370,1
13941,2642.3263,0
13942,2642.5156,0
13943,2642.7048,0
13944,2642.8941,0
13945,2643.0834,1
13946,2643.2727,1
13947,2643.4620,0
13948,2643.6513,0
13949,2643.8406,0
13950,2644.0299,0
13951,2644.2191,1
13952,2644.4084,2
13953,2644.5977,0
13954,2644.7870,0
13955,2644.9763,0
13956,2645.1656,1
13957,2645.3549,0
13958,2645.5441,0
13959,2645.7334,0
13960,2645.9227,0
13961,2646.1120,1
13962,2646.3013,1
13963,2646.4906,0
13964,2646.6799,1
13965,2646.8692,0
13966,2647.0584,0
13967,2647.2477,2
13968,2647.4370,1
13969,2647.6263,1
13970,2647.8156,1
13971,2648.0049,0
13972,2648.1942,0
13973,2648.3834,0
13974,2648.5727,0
13975,2648.7620,1
13976,2648.9513,0
13977,2649.1406,1
13978,2649.3299,0
13979,2649.5192,0
13980,2649.7084,0
13981,2649.8977,0
13982,2650.0870,0
13983,2650.2763,0
13984,2650.4656,0
13985,2650.6549,0
13986,2650.8442,0
13987,2651.0334,0
13988,2651.2227,0
13989,2651.4120,1
13990,2651.6013,0
13991,2651.7906,0
13992,2651.9799,3
13993,2652.1692,0
13994,2652.3584,0
13995,2652.5477,0
13996,2652.7370,1
13997,2652.9263,0
13998,2653.1156,0
13999,2653.3049,1
14000,2653.4941,1
14001,2653.6834,0
14002,2653.8727,0
14003,2654.0620,0
14004,2654.2513,2
14005,2654.4406,0
14006,2654.6299,0
14007,2654.8191,0
14008,2655.0084,0
14009,2655.1977,0
14010,2655.3870,0
14011,2655.5763,2
14012,2655.7656,1
14013,2655.9548,0
14014,2656.1441,0
14015,2656.3334,0
14016,2656.5227,1
14017,2656.7120,0
14018,2656.9013,0
14019,2657.0906,1
14020,2657.2798,1
14021,2657.4691,0
14022,2657.6584,0
14023,2657.8477,0
14024,2658.0370,0
14025,2658.2263,0
14026,2658.4155,0
14027,2658.6048,0
14028,2658.7941,0
14029,2658.9834,0
14030,2659.1727,0
14031,2659.3620,1
14032,2659.5512,2
14033,2659.7405,1
14034,2659.9298,0
14035,2660.1191,0
14036,2660.3084,1
14037,2660.4977,0
14038,2660.6869,0
14039,2660.8762,0
14040,2661.0655,1
14041,2661.2548,0
14042,2661.4441,2
14043,2661.6334,0
14044,2661.8226,0
14045,2662.0119,0
14046,2662.2012,0
14047,2662.3905,1
14048,2662.5798,0
14049,2662.7691,0
14050,2662.9583,1
14051,2663.1476,0
14052,2663.3369,1
14053,2663.5262,0
14054,2663.7155,1
14055,2663.9048,2
14056,2664.0940,1
14057,2664.2833,0
14058,2664.4726,0
14059,2664.6619,0
14060,2664.8512,0
14061,2665.0404,0
14062,2665.2297,0
14063,2665.4190,1
14064,2665.6083,0
14065,2665.7976,1
14066,2665.9869,0
14067,2666.1761,0
14068,2666.3654,0
14069,2666.5547,2
14070,2666.7440,0
14071,2666.9333,0
14072,2667.1226,2
14073,2667.3118,0
14074,2667.5011,0
14075,2667.6904,0
14076,2667.8797,0
14077,2668.0690,1
14078,2668.2582,1
14079,2668.4475,4
14080,2668.6368,0
14081,2668.8261,0
14082,2669.0154,1
14083,2669.2047,0
14084,2669.3939,0
14085,2669.5832,0
14086,2669.7725,1
14087,2669.9618,0
14088,2670.1511,0
14089,2670.3403,0
14090,2670.5296,0
14091,2670.7189,2
14092,2670.9082,1
14093,2671.0975,1
14094,2671.2868,0
14095,2671.4760,1
14096,2671.6653,1
14097,2671.8546,1
14098,2672.0439,0
14099,2672.2332,1
14100,2672.4224,1
14101,2672.6117,1
14102,2672.8010,1
14103,2672.9903,0
14104,2673.1796,1
14105,2673.3688,2
14106,2673.5581,0
14107,2673.7474,0
14108,2673.9367,0
14109,2674.1260,1
14110,2674.3152,2
14111,2674.5045,0
14112,2674.6938,1
14113,2674.8831,0
14114,2675.0724,0
14115,2675.2616,0
14116,2675.4509,0
14117,2675.6402,0
14118,2675.8295,0
14119,2676.0188,0
14120,2676.2081,0
14121,2676.3973,0
14122,2676.5866,1
14123,2676.7759,1
14124,2676.9652,0
14125,2677.1545,0
14126,2677.3437,0
14127,2677.5330,0
14128,2677.7223,0
14129,2677.9116,2
14130,2678.1009,0
14131,2678.2901,1
14132,2678.4794,2
14133,2678.6687,4
14134,2678.8580,0
14135,2679.0472,0
14136,2679.2365,0
14137,2679.4258,0
14138,2679.6151,0
14139,2679.8044,1
14140,2679.9936,1
14141,2680.1829,1
14142,2680.3722,1
14143,2680.5615,0
14144,2680.7508,0
14145,2680.9400,0
14146,2681.1293,1
14147,2681.3186,1
14148,2681.5079,0
14149,2681.6972,0
14150,2681.8864,0
14151,2682.0757,0
14152,2682.2650,1
14153,2682.4543,0
14154,2682.6436,0
14155,2682.8328,1
14156,2683.0221,1
14157,2683.2114,2
14158,2683.4007,1
14159,2683.5900,0
14160,2683.7792,0
14161,2683.9685,0
14162,2684.1578,1
14163,2684.3471,0
14164,2684.5363,1
14165,2684.7256,0
14166,2684.9149,1
14167,2685.1042,0
14168,2685.2935,0
14169,2685.4827,1
14170,2685.6720,0
14171,2685.8613,0
14172,2686.0506,0
14173,2686.2398,0
14174,2686.4291,0
14175,2686.6184,0
14176,2686.8077,3
14177,2686.9970,1
14178,2687.1862,1
14179,2687.3755,1
14180,2687.5648,1
14181,2687.7541,1
14182,2687.9434,0
14183,2688.1326,1
14184,2688.3219,0
14185,2688.5112,0
14186,2688.7005,0
14187,2688.8897,2
14188,2689.0790,0
14189,2689.2683,1
14190,2689.4576,0
14191,2689.6469,0
14192,2689.8361,0
14193,2690.0254,0
14194,2690.2147,0
14195,2690.4040,0
14196,2690.5932,0
14197,2690.7825,0
14198,2690.9718,0
14199,2691.1611,0
14200,2691.3503,0
14201,2691.5396,1
14202,2691.7289,0
14203,2691.9182,1
14204,2692.1075,0
14205,2692.2967,0
14206,2692.4860,1
14207,2692.6753,0
14208,2692.8646,0
14209,2693.0538,0
14210,2693.2431,0
14211,2693.4324,0
14212,2693.6217,0
14213,2693.8109,0
14214,2694.0002,0
14215,2694.1895,0
14216,2694.3788,2
14217,2694.5681,0
14218,2694.7573,1
14219,2694.9466,0
14220,2695.1359,0
14221,2695.3252,1
14222,2695.5144,0
14223,2695.7037,0
14224,2695.8930,2
14225,2696.0823,0
14226,2696.2715,0
14227,2696.4608,1
14228,2696.6501,0
14229,2696.8394,0
14230,2697.0286,1
14231,2697.2179,0
14232,2697.4072,0
14233,2697.5965,0
14234,2697.7857,1
14235,2697.9750,0
14236,2698.1643,0
14237,2698.3536,0
14238,2698.5429,0
14239,2698.7321,1
14240,2698.9214,2
14241,2699.1107,1
14242,2699.3000,1
14243,2699.4892,1
14244,2699.6785,0
14245,2699.8678,2
14246,2700.0571,0
14247,2700.2463,0
14248,2700.4356,0
14249,2700.6249,0
14250,2700.8142,1
14251,2701.0034,0
14252,2701.1927,0
14253,2701.3820,0
14254,2701.5713,1
14255,2701.7605,0
14256,2701.9498,2
14257,2702.1391,0
14258,2702.3284,0
14259,2702.5176,0
14260,2702.7069,1
14261,2702.8962,0
14262,2703.0855,1
14263,2703.2747,0
14264,2703.4640,2
14265,2703.6533,0
14266,2703.8426,2
14267,2704.0318,0
14268,2704.2211,1
14269,2704.4104,0
14270,2704.5997,1
14271,2704.7889,1
14272,2704.9782,0
14273,2705.1675,0
14274,2705.3568,1
14275,2705.5460,1
14276,2705.7353,2
14277,2705.9246,0
14278,2706.1139,0
14279,2706.3031,1
14280,2706.4924,0
14281,2706.6817,1
14282,2706.8709,3
14283,2707.0602,0
14284,2707.2495,2
14285,2707.4388,1
14286,2707.6280,0
14287,2707.8173,0
14288,2708.0066,0
14289,2708.1959,0
14290,2708.3851,0
14291,2708.5744,2
14292,2708.7637,0
14293,2708.9530,0
14294,2709.1422,4
14295,2709.3315,0
14296,2709.5208,0
14297,2709.7101,0
14298,2709.8993,0
14299,2710.0886,0
14300,2710.2779,2
14301,2710.4671,1
14302,2710.6564,0
14303,2710.8457,1
14304,2711.0350,2
14305,2711.2242,0
14306,2711.4135,1
14307,2711.6028,1
14308,2711.7921,0
14309,2711.9813,1
14310,2712.1706,1
14311,2712.3599,0
14312,2712.5492,0
14313,2712.7384,0
14314,2712.9277,0
14315,2713.1170,0
14316,2713.3062,0
14317,2713.4955,0
14318,2713.6848,0
14319,2713.8741,0
14320,2714.0633,1
14321,2714.2526,2
14322,2714.4419,1
14323,2714.6312,0
14324,2714.8204,1
14325,2715.0097,0
14326,2715.1990,0
14327,2715.3882,1
14328,2715.5775,3
14329,2715.7668,2
14330,2715.9561,0
14331,2716.1453,0
14332,2716.3346,1
14333,2716.5239,0
14334,2716.7131,1
14335,2716.9024,1
14336,2717.0917,0
14337,2717.2810,0
14338,2717.4702,0
14339,2717.6595,0
14340,2717.8488,0
14341,2718.0381,0
14342,2718.2273,0
14343,2718.4166,0
14344,2718.6059,2
14345,2718.7951,0
14346,2718.9844,1
14347,2719.1737,1
14348,2719.3630,1
14349,2719.5522,1
14350,2719.7415,1
14351,2719.9308,0
14352,2720.1200,0
14353,2720.3093,2
14354,2720.4986,1
14355,2720.6879,1
14356,2720.8771,0
14357,2721.0664,0
14358,2721.2557,1
14359,2721.4449,0
14360,2721.6342,0
14361,2721.8235,0
14362,2722.0127,0
14363,2722.2020,1
14364,2722.3913,0
14365,2722.5806,0
14366,2722.7698,0
14367,2722.9591,0
14368,2723.1484,0
14369,2723.3376,0
14370,2723.5269,1
14371,2723.7162,0
14372,2723.9055,1
14373,2724.0947,1
14374,2724.2840,0
14375,2724.4733,1
14376,2724.6625,0
14377,2724.8518,0
14378,2725.0411,0
14379,2725.2304,0
14380,2725.4196,0
14381,2725.6089,0
14382,2725.7982,1
14383,2725.9874,2
14384,2726.1767,0
14385,2726.3660,1
14386,2726.5552,0
14387,2726.7445,0
14388,2726.9338,0
14389,2727.1231,1
14390,2727.3123,2
14391,2727.5016,1
14392,2727.6909,1
14393,2727.8801,0
14394,2728.0694,2
14395,2728.2587,3
14396,2728.4479,2
14397,2728.6372,2
14398,2728.8265,0
14399,2729.0157,1
14400,2729.2050,0
14401,2729.3943,2
14402,2729.5836,1
14403,2729.7728,1
14404,2729.9621,0
14405,2730.1514,0
14406,2730.3406,0
14407,2730.5299,0
14408,2730.7192,0
14409,2730.9084,0
14410,2731.0977,0
14411,2731.2870,0
14412,2731.4763,1
14413,2731.6655,0
14414,2731.8548,0
14415,2732.0441,0
14416,2732.2333,2
14417,2732.4226,1
14418,2732.6119,0
14419,2732.8011,2
14420,2732.9904,1
14421,2733.1797,0
14422,2733.3689,1
14423,2733.5582,0
14424,2733.7475,0
14425,2733.9367,1
14426,2734.1260,0
14427,2734.3153,1
14428,2734.5046,0
14429,2734.6938,3
14430,2734.8831,2
14431,2735.0724,2
14432,2735.2616,0
14433,2735.4509,0
14434,2735.6402,0
14435,2735.8294,0
14436,2736.0187,3
14437,2736.2080,0
14438,2736.3972,0
14439,2736.5865,1
14440,2736.7758,1
14441,2736.9650,0
14442,2737.1543,0
14443,2737.3436,1
14444,2737.5328,1
14445,2737.7221,0
14446,2737.9114,2
14447,2738.1006,0
14448,2738.2899,0
14449,2738.4792,0
14450,2738.6684,0
14451,2738.8577,1
14452,2739.0470,0
14453,2739.2363,1
14454,2739.4255,1
14455,2739.6148,0
14456,2739.8041,0
14457,2739.9933,0
14458,2740.1826,0
14459,2740.3719,0
14460,2740.5611,1
14461,2740.7504,1
14462,2740.9397,0
14463,2741.1289,1
14464,2741.3182,0
14465,2741.5075,0
14466,2741.6967,0
14467,2741.8860,0
14468,2742.0753,0
14469,2742.2645,0
14470,2742.4538,1
14471,2742.6431,0
14472,2742.8323,0
14473,2743.0216,0
14474,2743.2109,0
14475,2743.4001,2
14476,2743.5894,0
14477,2743.7787,0
14478,2743.9679,0
14479,2744.1572,1
14480,2744.3465,3
14481,2744.5357,0
14482,2744.7250,0
14483,2744.9143,1
14484,2745.1035,0
14485,2745.2928,1
14486,2745.4821,3
14487,2745.6713,0
14488,2745.8606,2
14489,2746.0499,1
14490,2746.2391,0
14491,2746.4284,0
14492,2746.6177,0
14493,2746.8069,1
14494,2746.9962,0
14495,2747.1855,0
14496,2747.3747,0
14497,2747.5640,0
14498,2747.7532,0
14499,2747.9425,0
14500,2748.1318,1
14501,2748.3210,3
14502,2748.5103,4
14503,2748.6996,2
14504,2748.8888,1
14505,2749.0781,0
14506,2749.2674,0
14507,2749.4566,0
14508,2749.6459,0
14509,2749.8352,1
14510,2750.0244,0
14511,2750.2137,0
14512,2750.4030,0
14513,2750.5922,0
14514,2750.7815,0
14515,2750.9708,1
14516,2751.1600,1
14517,2751.3493,0
14518,2751.5386,0
14519,2751.7278,2
14520,2751.9171,0
14521,2752.1064,0
14522,2752.2956,0
14523,2752.4849,3
14524,2752.6741,1
14525,2752.8634,0
14526,2753.0527,0
14527,2753.2419,0
14528,2753.4312,0
14529,2753.6205,1
14530,2753.8097,0
14531,2753.9990,0
14532,2754.1883,0
14533,2754.3775,0
14534,2754.5668,1
14535,2754.7561,1
14536,2754.9453,0
14537,2755.1346,0
14538,2755.3238,0
14539,2755.5131,3
14540,2755.7024,0
14541,2755.8916,0
14542,2756.0809,1
14543,2756.2702,0
14544,2756.4594,1
14545,2756.6487,0
14546,2756.8380,2
14547,2757.0272,0
14548,2757.2165,2
14549,2757.4058,1
14550,2757.5950,0
14551,2757.7843,1
14552,2757.9735,0
14553,2758.1628,2
14554,2758.3521,1
14555,2758.5413,0
14556,2758.7306,1
14557,2758.9199,0
14558,2759.1091,0
14559,2759.2984,1
14560,2759.4877,1
14561,2759.6769,0
14562,2759.8662,1
