Channel,Energy(keV),Counts
9193,1743.1597,1
9194,1743.3491,0
9195,1743.5386,0
9196,1743.7281,0
9197,1743.9175,1
9198,1744.1070,0
9199,1744.2965,0
9200,1744.4859,1
9201,1744.6754,2
9202,1744.8649,0
9203,1745.0543,1
9204,1745.2438,0
9205,1745.4333,0
9206,1745.6228,0
9207,1745.8122,1
9208,1746.0017,0
9209,1746.1912,1
9210,1746.3806,1
9211,1746.5701,2
9212,1746.7596,1
9213,1746.9490,0
9214,1747.1385,0
9215,1747.3280,0
9216,1747.5174,2
9217,1747.7069,3
9218,1747.8964,2
9219,1748.0858,0
9220,1748.2753,1
9221,1748.4648,1
9222,1748.6542,2
9223,1748.8437,0
9224,1749.0332,1
9225,1749.2226,1
9226,1749.4121,0
9227,1749.6016,2
9228,1749.7910,2
9229,1749.9805,3
9230,1750.1700,0
9231,1750.3594,1
9232,1750.5489,1
9233,1750.7384,0
9234,1750.9279,0
9235,1751.1173,0
9236,1751.3068,1
9237,1751.4963,0
9238,1751.6857,0
9239,1751.8752,3
9240,1752.0647,1
9241,1752.2541,2
9242,1752.4436,2
9243,1752.6331,1
9244,1752.8225,1
9245,1753.0120,1
9246,1753.2015,1
9247,1753.3909,0
9248,1753.5804,0
9249,1753.7699,1
9250,1753.9593,0
9251,1754.1488,0
9252,1754.3383,0
9253,1754.5277,1
9254,1754.7172,1
9255,1754.9067,0
9256,1755.0961,2
9257,1755.2856,1
9258,1755.4751,2
9259,1755.6645,0
9260,1755.8540,0
9261,1756.0435,2
9262,1756.2329,3
9263,1756.4224,0
9264,1756.6119,1
9265,1756.8013,3
9266,1756.9908,1
9267,1757.1803,1
9268,1757.3697,0
9269,1757.5592,2
9270,1757.7486,1
9271,1757.9381,0
9272,1758.1276,1
9273,1758.3170,1
9274,1758.5065,0
9275,1758.6960,2
9276,1758.8854,0
9277,1759.0749,0
9278,1759.2644,4
9279,1759.4538,3
9280,1759.6433,0
9281,1759.8328,2
9282,1760.0222,2
9283,1760.2117,1
9284,1760.4012,1
9285,1760.5906,2
9286,1760.7801,2
9287,1760.9696,0
9288,1761.1590,0
9289,1761.3485,4
9290,1761.5380,2
9291,1761.7274,0
9292,1761.9169,0
9293,1762.1064,0
9294,1762.2958,0
9295,1762.4853,1
9296,1762.6747,0
9297,1762.8642,3
9298,1763.0537,3
9299,1763.2431,3
9300,1763.4326,1
9301,1763.6221,1
9302,1763.8115,2
9303,1764.0010,2
9304,1764.1905,3
9305,1764.3799,0
9306,1764.5694,0
9307,1764.7589,1
9308,1764.9483,3
9309,1765.1378,0
9310,1765.3273,1
9311,1765.5167,1
9312,1765.7062,1
9313,1765.8956,0
9314,1766.0851,1
9315,1766.2746,0
9316,1766.4640,0
9317,1766.6535,1
9318,1766.8430,2
9319,1767.0324,0
9320,1767.2219,1
9321,1767.4114,1
9322,1767.6008,1
9323,1767.7903,0
9324,1767.9798,1
9325,1768.1692,1
9326,1768.3587,1
9327,1768.5481,0
9328,1768.7376,0
9329,1768.9271,1
9330,1769.1165,0
9331,1769.3060,2
9332,1769.4955,0
9333,1769.6849,1
9334,1769.8744,1
9335,1770.0639,1
9336,1770.2533,0
9337,1770.4428,0
9338,1770.6322,1
9339,1770.8217,1
9340,1771.0112,2
9341,1771.2006,1
9342,1771.3901,0
9343,1771.5796,2
9344,1771.7690,1
9345,1771.9585,0
9346,1772.1479,2
9347,1772.3374,2
9348,1772.5269,0
9349,1772.7163,1
9350,1772.9058,0
9351,1773.0953,1
9352,1773.2847,0
9353,1773.4742,0
9354,1773.6636,1
9355,1773.8531,1
9356,1774.0426,2
9357,1774.2320,0
9358,1774.4215,2
9359,1774.6110,0
9360,1774.8004,0
9361,1774.9899,1
9362,1775.1793,1
9363,1775.3688,1
9364,1775.5583,0
9365,1775.7477,1
9366,1775.9372,0
9367,1776.1267,0
9368,1776.3161,0
9369,1776.5056,2
9370,1776.6950,0
9371,1776.8845,1
9372,1777.0740,1
9373,1777.2634,1
9374,1777.4529,2
9375,1777.6424,1
9376,1777.8318,2
9377,1778.0213,0
9378,1778.2107,0
9379,1778.4002,2
9380,1778.5897,0
9381,1778.7791,3
9382,1778.9686,0
9383,1779.1581,0
9384,1779.3475,0
9385,1779.5370,0
9386,1779.7264,1
9387,1779.9159,3
9388,1780.1054,0
9389,1780.2948,1
9390,1780.4843,4
9391,1780.6737,1
9392,1780.8632,1
9393,1781.0527,2
9394,1781.2421,1
9395,1781.4316,1
9396,1781.6210,0
9397,1781.8105,0
9398,1782.0000,0
9399,1782.1894,0
9400,1782.3789,1
9401,1782.5684,0
9402,1782.7578,1
9403,1782.9473,1
9404,1783.1367,0
9405,1783.3262,0
9406,1783.5157,1
9407,1783.7051,0
9408,1783.8946,1
9409,1784.0840,1
9410,1784.2735,0
9411,1784.4630,0
9412,1784.6524,0
9413,1784.8419,1
9414,1785.0313,1
9415,1785.2208,4
9416,1785.4103,1
9417,1785.5997,1
9418,1785.7892,2
9419,1785.9786,0
9420,1786.1681,0
9421,1786.3576,1
9422,1786.5470,0
9423,1786.7365,2
9424,1786.9259,0
9425,1787.1154,2
9426,1787.3049,0
9427,1787.4943,0
9428,1787.6838,1
9429,1787.8732,1
9430,1788.0627,1
9431,1788.2522,1
9432,1788.4416,4
9433,1788.6311,1
9434,1788.8205,0
9435,1789.0100,0
9436,1789.1995,2
9437,1789.3889,2
9438,1789.5784,2
9439,1789.7678,2
9440,1789.9573,3
9441,1790.1468,0
9442,1790.3362,3
9443,1790.5257,1
9444,1790.7151,0
9445,1790.9046,0
9446,1791.0941,2
9447,1791.2835,1
9448,1791.4730,1
9449,1791.6624,1
9450,1791.8519,2
9451,1792.0413,0
9452,1792.2308,0
9453,1792.4203,2
9454,1792.6097,2
9455,1792.7992,0
9456,1792.9886,1
9457,1793.1781,2
9458,1793.3676,1
9459,1793.5570,1
9460,1793.7465,2
9461,1793.9359,3
9462,1794.1254,0
9463,1794.3149,2
9464,1794.5043,3
9465,1794.6938,0
9466,1794.8832,1
9467,1795.0727,1
9468,1795.2621,1
9469,1795.4516,1
9470,1795.6411,0
9471,1795.8305,0
9472,1796.0200,1
9473,1796.2094,0
9474,1796.3989,0
9475,1796.5884,2
9476,1796.7778,0
9477,1796.9673,1
9478,1797.1567,1
9479,1797.3462,1
9480,1797.5356,2
9481,1797.7251,1
9482,1797.9146,0
9483,1798.1040,0
9484,1798.2935,0
9485,1798.4829,0
9486,1798.6724,1
9487,1798.8618,1
9488,1799.0513,0
9489,1799.2408,3
9490,1799.4302,0
9491,1799.6197,0
9492,1799.8091,1
9493,1799.9986,1
9494,1800.1880,2
9495,1800.3775,0
9496,1800.5670,1
9497,1800.7564,1
9498,1800.9459,0
9499,1801.1353,1
9500,1801.3248,1
9501,1801.5142,0
9502,1801.7037,1
9503,1801.8932,1
9504,1802.0826,0
9505,1802.2721,1
9506,1802.4615,1
9507,1802.6510,2
9508,1802.8404,1
9509,1803.0299,0
9510,1803.2194,3
9511,1803.4088,0
9512,1803.5983,0
9513,1803.7877,1
9514,1803.9772,2
9515,1804.1666,1
9516,1804.3561,0
9517,1804.5456,0
9518,1804.7350,2
9519,1804.9245,1
9520,1805.1139,0
9521,1805.3034,1
9522,1805.4928,1
9523,1805.6823,3
9524,1805.8718,0
9525,1806.0612,2
9526,1806.2507,2
9527,1806.4401,0
9528,1806.6296,4
9529,1806.8190,2
9530,1807.0085,2
9531,1807.1979,1
9532,1807.3874,2
9533,1807.5769,0
9534,1807.7663,1
9535,1807.9558,1
9536,1808.1452,1
9537,1808.3347,0
9538,1808.5241,1
9539,1808.7136,1
9540,1808.9030,0
9541,1809.0925,1
9542,1809.2820,0
9543,1809.4714,2
9544,1809.6609,1
9545,1809.8503,1
9546,1810.0398,0
9547,1810.2292,0
9548,1810.4187,2
9549,1810.6081,1
9550,1810.7976,1
9551,1810.9871,2
9552,1811.1765,1
9553,1811.3660,0
9554,1811.5554,0
9555,1811.7449,1
9556,1811.9343,2
9557,1812.1238,0
9558,1812.3132,1
9559,1812.5027,0
9560,1812.6921,1
9561,1812.8816,1
9562,1813.0711,2
9563,1813.2605,1
9564,1813.4500,1
9565,1813.6394,1
9566,1813.8289,1
9567,1814.0183,0
9568,1814.2078,2
9569,1814.3972,0
9570,1814.5867,0
9571,1814.7761,0
9572,1814.9656,0
9573,1815.1551,0
9574,1815.3445,1
9575,1815.5340,2
9576,1815.7234,3
9577,1815.9129,0
9578,1816.1023,1
9579,1816.2918,0
9580,1816.4812,2
9581,1816.6707,1
9582,1816.8601,4
9583,1817.0496,0
9584,1817.2391,1
9585,1817.4285,0
9586,1817.6180,0
9587,1817.8074,2
9588,1817.9969,2
9589,1818.1863,0
9590,1818.3758,0
9591,1818.5652,1
9592,1818.7547,0
9593,1818.9441,0
9594,1819.1336,1
9595,1819.3230,0
9596,1819.5125,0
9597,1819.7020,2
9598,1819.8914,3
9599,1820.0809,1
9600,1820.2703,3
9601,1820.4598,1
9602,1820.6492,0
9603,1820.8387,1
9604,1821.0281,0
9605,1821.2176,1
9606,1821.4070,2
9607,1821.5965,0
9608,1821.7859,0
9609,1821.9754,1
9610,1822.1648,0
9611,1822.3543,2
9612,1822.5437,1
9613,1822.7332,1
9614,1822.9227,2
9615,1823.1121,1
9616,1823.3016,0
9617,1823.4910,0
9618,1823.6805,1
9619,1823.8699,0
9620,1824.0594,1
9621,1824.2488,0
9622,1824.4383,0
9623,1824.6277,3
9624,1824.8172,3
9625,1825.0066,3
9626,1825.1961,0
9627,1825.3855,1
9628,1825.5750,1
9629,1825.7644,2
9630,1825.9539,1
9631,1826.1433,2
9632,1826.3328,0
9633,1826.5222,0
9634,1826.7117,0
9635,1826.9012,2
9636,1827.0906,1
9637,1827.2801,0
9638,1827.4695,2
9639,1827.6590,3
9640,1827.8484,1
9641,1828.0379,1
9642,1828.2273,0
9643,1828.4168,1
9644,1828.6062,1
9645,1828.7957,0
9646,1828.9851,0
9647,1829.1746,2
9648,1829.3640,1
9649,1829.5535,0
9650,1829.7429,0
9651,1829.9324,2
9652,1830.1218,1
9653,1830.3113,1
9654,1830.5007,1
9655,1830.6902,3
9656,1830.8796,1
9657,1831.0691,2
9658,1831.2585,0
9659,1831.4480,2
9660,1831.6374,2
9661,1831.8269,0
9662,1832.0163,0
9663,1832.2058,2
9664,1832.3952,0
9665,1832.5847,0
9666,1832.7741,2
9667,1832.9636,2
9668,1833.1530,3
9669,1833.3425,0
9670,1833.5319,2
9671,1833.7214,1
9672,1833.9108,2
9673,1834.1003,1
9674,1834.2897,0
9675,1834.4792,0
9676,1834.6686,1
9677,1834.8581,4
9678,1835.0475,0
9679,1835.2370,0
9680,1835.4264,0
9681,1835.6159,1
9682,1835.8053,4
9683,1835.9948,0
9684,1836.1842,0
9685,1836.3737,1
9686,1836.5631,1
9687,1836.7526,0
9688,1836.9420,0
9689,1837.1315,1
9690,1837.3209,0
9691,1837.5104,0
9692,1837.6998,1
9693,1837.8893,0
9694,1838.0787,0
9695,1838.2682,1
9696,1838.4576,0
9697,1838.6471,0
9698,1838.8365,0
9699,1839.0260,0
9700,1839.2154,0
9701,1839.4049,1
9702,1839.5943,0
9703,1839.7838,2
9704,1839.9732,0
9705,1840.1627,1
9706,1840.3521,0
9707,1840.5416,0
9708,1840.7310,1
9709,1840.9205,0
9710,1841.1099,0
9711,1841.2994,0
9712,1841.4888,0
9713,1841.6783,0
9714,1841.8677,3
9715,1842.0572,2
9716,1842.2466,3
9717,1842.4361,1
9718,1842.6255,3
9719,1842.8150,2
9720,1843.0044,0
9721,1843.1939,1
9722,1843.3833,0
9723,1843.5728,0
9724,1843.7622,2
9725,1843.9517,0
9726,1844.1411,0
9727,1844.3306,1
9728,1844.5200,0
9729,1844.7095,1
9730,1844.8989,2
9731,1845.0884,0
9732,1845.2778,0
9733,1845.4673,0
9734,1845.6567,1
9735,1845.8462,2
9736,1846.0356,0
9737,1846.2250,1
9738,1846.4145,0
9739,1846.6039,2
9740,1846.7934,0
9741,1846.9828,1
9742,1847.1723,1
9743,1847.3617,1
9744,1847.5512,0
9745,1847.7406,1
9746,1847.9301,3
9747,1848.1195,0
9748,1848.3090,0
9749,1848.4984,0
9750,1848.6879,0
9751,1848.8773,1
9752,1849.0668,0
9753,1849.2562,2
9754,1849.4457,0
9755,1849.6351,0
9756,1849.8246,0
9757,1850.0140,1
9758,1850.2034,2
9759,1850.3929,1
9760,1850.5823,1
9761,1850.7718,2
9762,1850.9612,0
9763,1851.1507,0
9764,1851.3401,2
9765,1851.5296,2
9766,1851.7190,1
9767,1851.9085,2
9768,1852.0979,3
9769,1852.2874,0
9770,1852.4768,0
9771,1852.6663,1
9772,1852.8557,1
9773,1853.0452,1
9774,1853.2346,0
9775,1853.4240,0
9776,1853.6135,0
9777,1853.8029,0
9778,1853.9924,2
9779,1854.1818,1
9780,1854.3713,1
9781,1854.5607,0
9782,1854.7502,0
9783,1854.9396,0
9784,1855.1291,1
9785,1855.3185,4
9786,1855.5080,0
9787,1855.6974,1
9788,1855.8868,0
9789,1856.0763,1
9790,1856.2657,1
9791,1856.4552,0
9792,1856.6446,1
9793,1856.8341,0
9794,1857.0235,1
9795,1857.2130,0
9796,1857.4024,4
9797,1857.5919,2
9798,1857.7813,1
9799,1857.9708,0
9800,1858.1602,1
9801,1858.3496,0
9802,1858.5391,2
9803,1858.7285,1
9804,1858.9180,0
9805,1859.1074,1
9806,1859.2969,0
9807,1859.4863,0
9808,1859.6758,1
9809,1859.8652,0
9810,1860.0547,1
9811,1860.2441,2
9812,1860.4335,0
9813,1860.6230,0
9814,1860.8124,1
9815,1861.0019,1
9816,1861.1913,1
9817,1861.3808,1
9818,1861.5702,0
9819,1861.7597,1
9820,1861.9491,0
9821,1862.1385,1
9822,1862.3280,2
9823,1862.5174,2
9824,1862.7069,1
9825,1862.8963,0
9826,1863.0858,0
9827,1863.2752,2
9828,1863.4647,1
9829,1863.6541,1
9830,1863.8435,0
9831,1864.0330,1
9832,1864.2224,1
9833,1864.4119,1
9834,1864.6013,0
9835,1864.7908,2
9836,1864.9802,0
9837,1865.1697,1
9838,1865.3591,1
9839,1865.5485,1
9840,1865.7380,0
9841,1865.9274,0
9842,1866.1169,1
9843,1866.3063,1
9844,1866.4958,0
9845,1866.6852,1
9846,1866.8747,0
9847,1867.0641,1
9848,1867.2535,1
9849,1867.4430,2
9850,1867.6324,0
9851,1867.8219,1
9852,1868.0113,1
9853,1868.2008,2
9854,1868.3902,0
9855,1868.5796,0
9856,1868.7691,1
9857,1868.9585,0
9858,1869.1480,3
9859,1869.3374,1
9860,1869.5269,1
9861,1869.7163,0
9862,1869.9058,0
9863,1870.0952,0
9864,1870.2846,2
9865,1870.4741,1
9866,1870.6635,0
9867,1870.8530,0
9868,1871.0424,2
9869,1871.2319,0
9870,1871.4213,2
9871,1871.6107,0
9872,1871.8002,1
9873,1871.9896,1
9874,1872.1791,4
9875,1872.3685,1
9876,1872.5580,2
9877,1872.7474,0
9878,1872.9368,0
9879,1873.1263,0
9880,1873.3157,3
9881,1873.5052,0
9882,1873.6946,2
9883,1873.8841,1
9884,1874.0735,0
9885,1874.2629,0
9886,1874.4524,0
9887,1874.6418,1
9888,1874.8313,0
9889,1875.0207,2
9890,1875.2101,2
9891,1875.3996,1
9892,1875.5890,2
9893,1875.7785,1
9894,1875.9679,0
9895,1876.1574,1
9896,1876.3468,1
9897,1876.5362,1
9898,1876.7257,0
9899,1876.9151,2
9900,1877.1046,0
9901,1877.2940,1
9902,1877.4835,1
9903,1877.6729,0
9904,1877.8623,1
9905,1878.0518,1
9906,1878.2412,2
9907,1878.4307,1
9908,1878.6201,0
9909,1878.8095,0
9910,1878.9990,1
9911,1879.1884,1
9912,1879.3779,0
9913,1879.5673,2
9914,1879.7567,2
9915,1879.9462,1
9916,1880.1356,0
9917,1880.3251,2
9918,1880.5145,0
9919,1880.7040,0
9920,1880.8934,0
9921,1881.0828,1
9922,1881.2723,1
9923,1881.4617,0
9924,1881.6512,1
9925,1881.8406,0
9926,1882.0300,2
9927,1882.2195,0
9928,1882.4089,0
9929,1882.5984,2
9930,1882.7878,1
9931,1882.9772,0
9932,1883.1667,0
9933,1883.3561,1
9934,1883.5456,0
9935,1883.7350,1
9936,1883.9244,0
9937,1884.1139,0
9938,1884.3033,0
9939,1884.4928,1
9940,1884.6822,0
9941,1884.8716,2
9942,1885.0611,2
9943,1885.2505,0
9944,1885.4400,3
9945,1885.6294,0
9946,1885.8188,2
9947,1886.0083,0
9948,1886.1977,1
9949,1886.3872,1
9950,1886.5766,0
9951,1886.7660,0
9952,1886.9555,1
9953,1887.1449,0
9954,1887.3344,0
9955,1887.5238,2
9956,1887.7132,3
9957,1887.9027,2
9958,1888.0921,1
9959,1888.2816,0
9960,1888.4710,4
9961,1888.6604,0
9962,1888.8499,1
9963,1889.0393,0
9964,1889.2288,0
9965,1889.4182,0
9966,1889.6076,2
9967,1889.7971,1
9968,1889.9865,1
9969,1890.1760,0
9970,1890.3654,0
9971,1890.5548,2
9972,1890.7443,1
9973,1890.9337,1
9974,1891.1232,2
9975,1891.3126,0
9976,1891.5020,1
9977,1891.6915,0
9978,1891.8809,1
9979,1892.0703,0
9980,1892.2598,1
9981,1892.4492,0
9982,1892.6387,1
9983,1892.8281,0
9984,1893.0175,0
9985,1893.2070,1
9986,1893.3964,0
9987,1893.5859,2
9988,1893.7753,3
9989,1893.9647,2
9990,1894.1542,0
9991,1894.3436,2
9992,1894.5330,1
9993,1894.7225,1
9994,1894.9119,0
9995,1895.1014,0
9996,1895.2908,1
9997,1895.4802,2
9998,1895.6697,1
9999,1895.8591,1
10000,1896.0486,1
10001,1896.2380,2
10002,1896.4274,0
10003,1896.6169,2
10004,1896.8063,1
10005,1896.9957,0
10006,1897.1852,1
10007,1897.3746,1
10008,1897.5641,0
10009,1897.7535,0
10010,1897.9429,3
10011,1898.1324,0
10012,1898.3218,1
10013,1898.5112,0
10014,1898.7007,2
10015,1898.8901,3
10016,1899.0796,2
10017,1899.2690,3
10018,1899.4584,2
10019,1899.6479,0
10020,1899.8373,0
10021,1900.0267,0
10022,1900.2162,2
10023,1900.4056,0
10024,1900.5951,2
10025,1900.7845,1
10026,1900.9739,1
10027,1901.1634,0
10028,1901.3528,2
10029,1901.5422,0
10030,1901.7317,1
10031,1901.9211,0
10032,1902.1105,0
10033,1902.3000,2
10034,1902.4894,1
10035,1902.6789,2
10036,1902.8683,3
10037,1903.0577,0
10038,1903.2472,1
10039,1903.4366,0
10040,1903.6260,0
10041,1903.8155,0
10042,1904.0049,0
10043,1904.1944,1
10044,1904.3838,0
10045,1904.5732,1
10046,1904.7627,0
10047,1904.9521,1
10048,1905.1415,0
10049,1905.3310,0
10050,1905.5204,0
10051,1905.7098,0
10052,1905.8993,2
10053,1906.0887,0
10054,1906.2781,0
10055,1906.4676,2
10056,1906.6570,0
10057,1906.8465,0
10058,1907.0359,1
10059,1907.2253,0
10060,1907.4148,1
10061,1907.6042,1
10062,1907.7936,0
10063,1907.9831,0
10064,1908.1725,1
10065,1908.3619,0
10066,1908.5514,0
10067,1908.7408,0
10068,1908.9302,3
10069,1909.1197,0
10070,1909.3091,1
10071,1909.4986,1
10072,1909.6880,1
10073,1909.8774,2
10074,1910.0669,0
10075,1910.2563,4
10076,1910.4457,0
10077,1910.6352,0
10078,1910.8246,1
10079,1911.0140,0
10080,1911.2035,0
10081,1911.3929,2
10082,1911.5823,1
10083,1911.7718,1
10084,1911.9612,2
10085,1912.1506,0
10086,1912.3401,0
10087,1912.5295,1
10088,1912.7189,0
10089,1912.9084,0
10090,1913.0978,1
10091,1913.2872,0
10092,1913.4767,1
10093,1913.6661,0
10094,1913.8556,0
10095,1914.0450,1
10096,1914.2344,0
10097,1914.4239,2
10098,1914.6133,2
10099,1914.8027,3
10100,1914.9922,0
10101,1915.1816,0
10102,1915.3710,0
10103,1915.5605,3
10104,1915.7499,0
10105,1915.9393,1
10106,1916.1288,1
10107,1916.3182,3
10108,1916.5076,0
10109,1916.6971,0
10110,1916.8865,0
10111,1917.0759,0
10112,1917.2654,1
10113,1917.4548,1
10114,1917.6442,1
10115,1917.8337,2
10116,1918.0231,0
10117,1918.2125,1
10118,1918.4020,3
10119,1918.5914,0
10120,1918.7808,1
10121,1918.9703,0
10122,1919.1597,2
10123,1919.3491,0
10124,1919.5386,3
10125,1919.7280,0
10126,1919.9174,0
10127,1920.1069,1
10128,1920.2963,2
10129,1920.4857,0
10130,1920.6752,0
10131,1920.8646,2
10132,1921.0540,1
10133,1921.2435,0
10134,1921.4329,0
10135,1921.6223,0
10136,1921.8118,0
10137,1922.0012,0
10138,1922.1906,0
10139,1922.3801,0
10140,1922.5695,1
10141,1922.7589,2
10142,1922.9484,1
10143,1923.1378,4
10144,1923.3272,0
10145,1923.5167,0
10146,1923.7061,0
10147,1923.8955,1
10148,1924.0850,1
10149,1924.2744,0
10150,1924.4638,2
10151,1924.6532,1
10152,1924.8427,1
10153,1925.0321,2
10154,1925.2215,0
10155,1925.4110,2
10156,1925.6004,0
10157,1925.7898,0
10158,1925.9793,0
10159,1926.1687,1
10160,1926.3581,2
10161,1926.5476,0
10162,1926.7370,0
10163,1926.9264,1
10164,1927.1159,0
10165,1927.3053,1
10166,1927.4947,1
10167,1927.6842,2
10168,1927.8736,0
10169,1928.0630,0
10170,1928.2525,2
10171,1928.4419,1
10172,1928.6313,0
10173,1928.8207,1
10174,1929.0102,1
10175,1929.1996,0
10176,1929.3890,1
10177,1929.5785,1
10178,1929.7679,1
10179,1929.9573,1
10180,1930.1468,1
10181,1930.3362,3
10182,1930.5256,0
10183,1930.7151,1
10184,1930.9045,0
10185,1931.0939,1
10186,1931.2834,0
10187,1931.4728,0
10188,1931.6622,1
10189,1931.8516,2
10190,1932.0411,1
10191,1932.2305,0
10192,1932.4199,2
10193,1932.6094,1
10194,1932.7988,2
10195,1932.9882,0
10196,1933.1777,1
10197,1933.3671,2
10198,1933.5565,1
10199,1933.7459,0
10200,1933.9354,0
10201,1934.1248,1
10202,1934.3142,1
10203,1934.5037,0
10204,1934.6931,1
10205,1934.8825,2
10206,1935.0720,4
10207,1935.2614,0
10208,1935.4508,1
10209,1935.6403,0
10210,1935.8297,0
10211,1936.0191,2
10212,1936.2085,0
10213,1936.3980,0
10214,1936.5874,0
10215,1936.7768,1
10216,1936.9663,3
10217,1937.1557,1
10218,1937.3451,1
10219,1937.5345,0
10220,1937.7240,0
10221,1937.9134,2
10222,1938.1028,1
10223,1938.2923,0
10224,1938.4817,1
10225,1938.6711,1
10226,1938.8606,0
10227,1939.0500,0
10228,1939.2394,3
10229,1939.4288,0
10230,1939.6183,1
10231,1939.8077,1
10232,1939.9971,1
10233,1940.1866,2
10234,1940.3760,1
10235,1940.5654,0
10236,1940.7548,1
10237,1940.9443,1
10238,1941.1337,0
10239,1941.3231,0
10240,1941.5126,1
10241,1941.7020,2
10242,1941.8914,1
10243,1942.0808,3
10244,1942.2703,0
10245,1942.4597,0
10246,1942.6491,0
10247,1942.8386,1
10248,1943.0280,1
10249,1943.2174,2
10250,1943.4068,0
10251,1943.5963,0
10252,1943.7857,1
10253,1943.9751,0
10254,1944.1646,0
10255,1944.3540,1
10256,1944.5434,1
10257,1944.7328,2
10258,1944.9223,0
10259,1945.1117,0
10260,1945.3011,0
10261,1945.4906,1
10262,1945.6800,1
10263,1945.8694,2
10264,1946.0588,0
10265,1946.2483,2
10266,1946.4377,0
10267,1946.6271,0
10268,1946.8166,2
10269,1947.0060,1
10270,1947.1954,0
10271,1947.3848,0
10272,1947.5743,2
10273,1947.7637,1
10274,1947.9531,0
10275,1948.1425,0
10276,1948.3320,1
10277,1948.5214,0
10278,1948.7108,2
10279,1948.9003,3
10280,1949.0897,1
10281,1949.2791,0
10282,1949.4685,0
10283,1949.6580,0
10284,1949.8474,3
10285,1950.0368,0
10286,1950.2262,0
10287,1950.4157,0
10288,1950.6051,0
10289,1950.7945,0
10290,1950.9840,1
10291,1951.1734,0
10292,1951.3628,0
10293,1951.5522,0
10294,1951.7417,0
10295,1951.9311,1
10296,1952.1205,0
10297,1952.3099,1
10298,1952.4994,1
10299,1952.6888,1
10300,1952.8782,1
10301,1953.0676,3
10302,1953.2571,0
10303,1953.4465,0
10304,1953.6359,2
10305,1953.8254,1
10306,1954.0148,0
10307,1954.2042,2
10308,1954.3936,1
10309,1954.5831,0
10310,1954.7725,1
10311,1954.9619,3
10312,1955.1513,1
10313,1955.3408,1
10314,1955.5302,1
10315,1955.7196,1
10316,1955.9090,0
10317,1956.0985,0
10318,1956.2879,0
10319,1956.4773,0
10320,1956.6667,0
10321,1956.8562,0
10322,1957.0456,1
10323,1957.2350,0
10324,1957.4244,0
10325,1957.6139,1
10326,1957.8033,0
10327,1957.9927,1
10328,1958.1821,1
10329,1958.3716,0
10330,1958.5610,0
10331,1958.7504,0
10332,1958.9398,0
10333,1959.1293,2
10334,1959.3187,1
10335,1959.5081,1
10336,1959.6975,0
10337,1959.8870,0
10338,1960.0764,1
10339,1960.2658,1
10340,1960.4552,3
10341,1960.6447,2
10342,1960.8341,1
10343,1961.0235,1
10344,1961.2129,1
10345,1961.4024,0
10346,1961.5918,1
10347,1961.7812,0
10348,1961.9706,0
10349,1962.1601,1
10350,1962.3495,1
10351,1962.5389,1
10352,1962.7283,2
10353,1962.9178,0
10354,1963.1072,1
10355,1963.2966,0
10356,1963.4860,1
10357,1963.6755,1
10358,1963.8649,1
10359,1964.0543,0
10360,1964.2437,0
10361,1964.4332,2
10362,1964.6226,0
10363,1964.8120,1
10364,1965.0014,1
10365,1965.1909,2
10366,1965.3803,0
10367,1965.5697,0
10368,1965.7591,0
10369,1965.9486,0
10370,1966.1380,1
10371,1966.3274,3
10372,1966.5168,0
10373,1966.7062,2
10374,1966.8957,1
10375,1967.0851,0
10376,1967.2745,2
10377,1967.4639,3
10378,1967.6534,1
10379,1967.8428,0
10380,1968.0322,1
10381,1968.2216,0
10382,1968.4111,1
10383,1968.6005,1
10384,1968.7899,0
10385,1968.9793,3
10386,1969.1688,0
10387,1969.3582,1
10388,1969.5476,0
10389,1969.7370,1
10390,1969.9264,2
10391,1970.1159,2
10392,1970.3053,2
10393,1970.4947,0
10394,1970.6841,1
10395,1970.8736,0
10396,1971.0630,1
10397,1971.2524,2
10398,1971.4418,1
10399,1971.6313,1
10400,1971.8207,0
10401,1972.0101,0
10402,1972.1995,0
10403,1972.3889,1
10404,1972.5784,0
10405,1972.7678,0
10406,1972.9572,0
10407,1973.1466,0
10408,1973.3361,2
10409,1973.5255,1
10410,1973.7149,1
10411,1973.9043,1
10412,1974.0937,0
10413,1974.2832,2
10414,1974.4726,1
10415,1974.6620,2
10416,1974.8514,0
10417,1975.0409,0
10418,1975.2303,0
10419,1975.4197,1
10420,1975.6091,0
10421,1975.7985,0
10422,1975.9880,1
10423,1976.1774,2
10424,1976.3668,1
10425,1976.5562,0
10426,1976.7456,2
10427,1976.9351,0
10428,1977.1245,0
10429,1977.3139,1
10430,1977.5033,0
10431,1977.6928,1
10432,1977.8822,1
10433,1978.0716,0
10434,1978.2610,2
10435,1978.4504,0
10436,1978.6399,2
10437,1978.8293,1
10438,1979.0187,1
10439,1979.2081,3
10440,1979.3975,0
10441,1979.5870,0
10442,1979.7764,4
10443,1979.9658,0
10444,1980.1552,0
10445,1980.3447,0
10446,1980.5341,0
10447,1980.7235,3
10448,1980.9129,1
10449,1981.1023,0
10450,1981.2918,2
10451,1981.4812,1
10452,1981.6706,2
10453,1981.8600,0
10454,1982.0494,0
10455,1982.2389,1
10456,1982.4283,1
10457,1982.6177,0
10458,1982.8071,1
10459,1982.9965,1
10460,1983.1860,2
10461,1983.3754,2
10462,1983.5648,0
10463,1983.7542,0
